gene_name	seqname	start	end	toy
ZNF483	chr9	111525159	111577844	0
PTGR1	chr9	111549722	111599893	0
DNAJC25	chr9	111631334	111654351	0
DNAJC25-GNG10	chr9	111631386	111670229	0
GNG10	chr9	111661605	111670226	0
SHOC1	chr9	111686171	111795008	0
UGCG	chr9	111896814	111935369	0
SUSD1	chr9	112040783	112175297	0
PTBP3	chr9	112217716	112333664	0
HSDL2	chr9	112380080	112472405	1
KIAA1958	chr9	112486827	112669397	0
INIP	chr9	112683926	112718149	0
SNX30	chr9	112750760	112881671	0
SLC46A2	chr9	112878920	112890876	0
ZNF883	chr9	112988129	113012192	0
ZFP37	chr9	113038377	113056759	0
SLC31A2	chr9	113150976	113164140	0
FKBP15	chr9	113161006	113221458	0
SLC31A1	chr9	113221544	113264492	0
CDC26	chr9	113255835	113275572	0
PRPF4	chr9	113275642	113294009	0
RNF183	chr9	113297093	113303376	0
WDR31	chr9	113313222	113340298	0
BSPRY	chr9	113349541	113371233	0
HDHD3	chr9	113373419	113376986	0
ALAD	chr9	113386312	113401290	0
POLE3	chr9	113407235	113410675	0
C9orf43	chr9	113410054	113429690	0
RGS3	chr9	113444731	113597743	0
ZNF618	chr9	113876282	114056593	0
AMBP	chr9	114060127	114078328	0
KIF12	chr9	114086126	114099292	0
COL27A1	chr9	114155537	114312511	0
ORM1	chr9	114323098	114326479	0
ORM2	chr9	114329869	114333251	0
AKNA	chr9	114334156	114394405	0
WHRN	chr9	114402080	114505473	0
ATP6V1G1	chr9	114587706	114598915	0
TMEM268	chr9	114611206	114646422	0
TEX53	chr9	114656304	114662374	0
TEX48	chr9	114666434	114682192	0
TNFSF15	chr9	114784652	114806039	0
TNFSF8	chr9	114893343	114930595	0
TNC	chr9	115019575	115118207	0
PAPPA	chr9	116153791	116402321	0
ASTN2	chr9	116423112	117415070	0
TRIM32	chr9	116687305	116701300	0
ENSG00000285082	chr9	117704157	118083691	0
TLR4	chr9	117704175	117724735	0
BRINP1	chr9	119153458	119369435	0
CDK5RAP2	chr9	120388875	120580170	1
MEGF9	chr9	120600811	120714470	0
FBXW2	chr9	120751978	120793416	0
B3GALT9	chr9	120792403	120801787	0
PSMD5	chr9	120815496	120842951	0
PHF19	chr9	120855651	120894896	0
TRAF1	chr9	120902393	120929173	0
C5	chr9	120932987	121075195	0
CNTRL	chr9	121074660	121177729	0
RAB14	chr9	121178133	121223014	0
GSN	chr9	121207794	121332843	0
STOM	chr9	121338987	121370304	0
GGTA1	chr9	121444991	121499844	0
DAB2IP	chr9	121567057	121785530	0
TTLL11	chr9	121815674	122093606	0
NDUFA8	chr9	122144058	122159779	0
MORN5	chr9	122159908	122200088	0
LHX6	chr9	122202577	122229626	0
RBM18	chr9	122237622	122264840	0
MRRF	chr9	122264603	122331337	0
PTGS1	chr9	122370530	122395703	0
OR1J1	chr9	122476958	122477926	0
OR1J2	chr9	122510802	122511743	0
OR1J4	chr9	122519141	122520082	0
OR1N1	chr9	122526358	122527293	0
OR1N2	chr9	122553112	122554214	0
OR1L8	chr9	122567117	122583384	0
OR1Q1	chr9	122614738	122615682	0
OR1B1	chr9	122628125	122657627	0
OR1L1	chr9	122661566	122662648	0
OR1L3	chr9	122675130	122676104	0
OR1L4	chr9	122723990	122724925	2
OR1L6	chr9	122742303	122750783	2
OR5C1	chr9	122788933	122789895	0
PDCL	chr9	122798389	122828588	0
OR1K1	chr9	122800123	122801073	0
RC3H2	chr9	122844556	122905359	0
ZBTB6	chr9	122908056	122913323	0
ZBTB26	chr9	122915566	122931512	0
RABGAP1	chr9	122940833	123104866	0
GPR21	chr9	123033667	123035665	0
STRBP	chr9	123109500	123268586	0
CRB2	chr9	123356170	123380324	0
DENND1A	chr9	123379654	123930152	0
LHX2	chr9	124001670	124033301	0
NEK6	chr9	124257606	124353307	0
PSMB7	chr9	124353465	124415444	0
ADGRD2	chr9	124450451	124478589	0
NR5A1	chr9	124481236	124507420	0
NR6A1	chr9	124517275	124771311	0
OLFML2A	chr9	124777133	124814885	0
WDR38	chr9	124853417	124857890	0
RPL35	chr9	124857880	124861981	0
ARPC5L	chr9	124862130	124877733	0
GOLGA1	chr9	124878275	124948492	0
SCAI	chr9	124942608	125143528	0
PPP6C	chr9	125146573	125189939	0
RABEPK	chr9	125200542	125234161	0
HSPA5	chr9	125234853	125241382	0
GAPVD1	chr9	125261794	125367207	0
MAPKAP1	chr9	125437393	125707234	0
PBX3	chr9	125747345	125967377	0
MVB12B	chr9	126326829	126507041	0
LMX1B	chr9	126613928	126701032	0
ZBTB43	chr9	126805006	126838210	0
ZBTB34	chr9	126860639	126885878	0
RALGPS1	chr9	126914774	127223166	0
ANGPTL2	chr9	127087348	127122635	0
GARNL3	chr9	127224265	127393660	0
SLC2A8	chr9	127397138	127408424	0
ZNF79	chr9	127424374	127445372	0
RPL12	chr9	127447674	127451406	0
LRSAM1	chr9	127451489	127503499	0
NIBAN2	chr9	127505339	127578989	0
STXBP1	chr9	127579370	127696027	0
PTRH1	chr9	127690348	127724873	0
CFAP157	chr9	127706988	127716002	0
TTC16	chr9	127716079	127731590	0
TOR2A	chr9	127731524	127735313	0
SH2D3C	chr9	127738317	127778710	0
CDK9	chr9	127785679	127790792	0
FPGS	chr9	127794597	127814327	0
ENG	chr9	127815013	127854658	0
AK1	chr9	127866486	127877675	2
ENSG00000257524	chr9	127867850	127906022	2
ST6GALNAC6	chr9	127885321	127905408	0
ST6GALNAC4	chr9	127907886	127917041	0
PIP5KL1	chr9	127920881	127930785	0
DPM2	chr9	127935099	127937854	0
EEIG1	chr9	127940582	127980989	0
NAIF1	chr9	128061233	128068206	0
SLC25A25	chr9	128068201	128109245	0
PTGES2	chr9	128120693	128128462	0
LCN2	chr9	128149071	128153453	0
BBLN	chr9	128160265	128163924	0
CIZ1	chr9	128161251	128204383	0
DNM1	chr9	128191655	128255248	0
GOLGA2	chr9	128255829	128276026	0
SWI5	chr9	128275379	128316123	0
TRUB2	chr9	128305159	128322447	0
COQ4	chr9	128322544	128334072	0
SLC27A4	chr9	128340527	128361470	0
URM1	chr9	128371361	128392016	0
CERCAM	chr9	128411751	128437351	0
ODF2	chr9	128455186	128501292	0
GLE1	chr9	128504655	128543874	0
SPTAN1	chr9	128552558	128633662	0
DYNC2I2	chr9	128633653	128656847	2
SET	chr9	128683424	128696400	0
PKN3	chr9	128702503	128720916	0
ZDHHC12	chr9	128720870	128724127	0
ZER1	chr9	128729786	128772414	0
TBC1D13	chr9	128787253	128810430	0
ENDOG	chr9	128818500	128822676	0
SPOUT1	chr9	128819651	128829794	0
ENSG00000286112	chr9	128819663	128881931	0
KYAT1	chr9	128832942	128882494	0
LRRC8A	chr9	128882133	128918039	0
PHYHD1	chr9	128920966	128942041	2
ENSG00000251184	chr9	128941478	128957021	0
DOLK	chr9	128945530	128947603	0
NUP188	chr9	128947699	129007096	0
SH3GLB2	chr9	129007036	129028331	0
MIGA2	chr9	129036621	129072082	0
DOLPP1	chr9	129081111	129090438	0
CRAT	chr9	129094142	129111189	0
PTPA	chr9	129110950	129148946	0
ENSG00000235007	chr9	129139413	129260575	0
IER5L	chr9	129175552	129178261	0
NTMT1	chr9	129608884	129636135	0
C9orf50	chr9	129612225	129621101	0
ASB6	chr9	129634604	129642169	0
PRRX2	chr9	129665647	129722674	0
PTGES	chr9	129738331	129753042	0
TOR1B	chr9	129803157	129811281	0
TOR1A	chr9	129812942	129824244	0
C9orf78	chr9	129827290	129835863	0
USP20	chr9	129834698	129881828	0
FNBP1	chr9	129887187	130043189	0
GPR107	chr9	130053426	130140169	0
NCS1	chr9	130172404	130237303	0
HMCN2	chr9	130265760	130434123	2
ASS1	chr9	130444961	130501274	0
FUBP3	chr9	130578965	130638352	0
PRDM12	chr9	130664594	130682986	0
EXOSC2	chr9	130693721	130707288	0
ABL1	chr9	130713043	130887675	0
ENSG00000288570	chr9	130713626	130713724	0
QRFP	chr9	130892707	130896812	0
FIBCD1	chr9	130902438	130939286	0
LAMC3	chr9	131009174	131094473	0
AIF1L	chr9	131096476	131123152	0
NUP214	chr9	131125573	131234663	0
FAM78A	chr9	131258076	131277365	2
PLPP7	chr9	131289459	131359022	0
PRRC2B	chr9	131373636	131500197	2
ENSG00000291303	chr9	131430129	131430218	0
ENSG00000288841	chr9	131432759	131446473	0
POMT1	chr9	131502789	131523806	0
UCK1	chr9	131523801	131531264	0
PRRT1B	chr9	131545523	131559815	0
RAPGEF1	chr9	131576770	131740076	0
MED27	chr9	131852928	132079867	0
NTNG2	chr9	132162058	132244526	0
SETX	chr9	132261356	132354986	0
TTF1	chr9	132375548	132406851	0
CFAP77	chr9	132410043	132573319	0
BARHL1	chr9	132582606	132590252	0
DDX31	chr9	132592997	132670401	0
GTF3C4	chr9	132670035	132694953	0
AK8	chr9	132725578	132878777	0
SPACA9	chr9	132878027	132890201	0
TSC1	chr9	132891348	132946874	0
GFI1B	chr9	132944000	132991687	0
GTF3C5	chr9	133030675	133058503	0
CEL	chr9	133061981	133071861	0
RALGDS	chr9	133097720	133149334	2
ENSG00000285245	chr9	133098121	133163914	2
GBGT1	chr9	133152948	133163933	0
OBP2B	chr9	133205277	133209250	0
ABO	chr9	133233278	133276024	0
SURF6	chr9	133328776	133336188	0
MED22	chr9	133338312	133348131	0
RPL7A	chr9	133348218	133351426	0
SURF1	chr9	133351758	133356676	0
SURF2	chr9	133356550	133361158	0
SURF4	chr9	133361450	133376166	0
STKLD1	chr9	133376366	133406096	0
REXO4	chr9	133406059	133418096	0
ADAMTS13	chr9	133414358	133459402	0
CACFD1	chr9	133459965	133470848	0
SLC2A6	chr9	133471094	133479127	0
MYMK	chr9	133514586	133528612	0
ADAMTSL2	chr9	133532164	133575519	0
FAM163B	chr9	133577081	133609389	0
DBH	chr9	133636363	133659329	0
SARDH	chr9	133663560	133739955	0
VAV2	chr9	133761894	133992604	0
BRD3OS	chr9	134025481	134034666	0
BRD3	chr9	134030305	134068535	0
WDR5	chr9	134135365	134159968	1
RXRA	chr9	134317098	134440585	2
COL5A1	chr9	134641803	134844843	0
FCN2	chr9	134880810	134887523	0
FCN1	chr9	134903232	134917912	0
OLFM1	chr9	135075422	135121180	0
PPP1R26	chr9	135479079	135488893	0
PIERCE1	chr9	135495181	135501734	0
MRPS2	chr9	135499984	135504673	0
LCN1	chr9	135521438	135526540	0
OBP2A	chr9	135546126	135549969	0
PAEP	chr9	135561756	135566955	0
ENSG00000236543	chr9	135604345	135619893	0
GLT6D1	chr9	135623648	135639540	0
LCN9	chr9	135663309	135666961	0
SOHLH1	chr9	135693407	135704498	0
KCNT1	chr9	135702185	135795508	0
CAMSAP1	chr9	135808487	135907546	0
UBAC1	chr9	135932969	135961373	0
NACC2	chr9	136006537	136095289	0
TMEM250	chr9	136114581	136118875	0
LHX3	chr9	136196250	136205128	0
QSOX2	chr9	136206333	136245812	0
CCDC187	chr9	136249973	136306901	0
GPSM1	chr9	136327476	136359605	0
DNLZ	chr9	136359480	136363744	0
ENSG00000289701	chr9	136361904	136373644	0
CARD9	chr9	136363956	136373681	0
SNAPC4	chr9	136375567	136400176	0
ENTR1	chr9	136401922	136410614	0
PMPCA	chr9	136410630	136427992	0
INPP5E	chr9	136428619	136439845	0
SEC16A	chr9	136440096	136483759	0
NOTCH1	chr9	136494433	136546048	0
EGFL7	chr9	136658856	136672678	0
AGPAT2	chr9	136673143	136687457	0
DIPK1B	chr9	136712572	136724742	0
LCN10	chr9	136738167	136743356	0
ENSG00000204003	chr9	136738167	136748453	0
LCN6	chr9	136744017	136748525	0
LCN8	chr9	136754386	136758543	0
LCN15	chr9	136759634	136766255	2
TMEM141	chr9	136791344	136793317	0
ENSG00000272896	chr9	136791379	136800595	0
CCDC183	chr9	136796338	136807741	0
RABL6	chr9	136807943	136841187	0
AJM1	chr9	136842478	136848801	0
PHPT1	chr9	136848724	136851027	0
MAMDC4	chr9	136850943	136860799	0
EDF1	chr9	136862119	136866308	0
TRAF2	chr9	136881912	136926607	0
FBXW5	chr9	136940435	136944738	0
C8G	chr9	136945185	136946975	0
LCN12	chr9	136949551	136955497	0
PTGDS	chr9	136975092	136981742	0
ENSG00000284341	chr9	136977518	136985435	0
LCNL1	chr9	136981904	136986410	0
PAXX	chr9	136992422	136993984	0
CLIC3	chr9	136994608	136996568	0
ABCA2	chr9	137007234	137028915	0
FUT7	chr9	137030174	137032088	0
ENSG00000279073	chr9	137031241	137040436	0
NPDC1	chr9	137039463	137046179	0
ENTPD2	chr9	137048107	137054061	0
SAPCD2	chr9	137062127	137070557	0
UAP1L1	chr9	137077517	137084539	0
MAN1B1	chr9	137086857	137109189	0
DPP7	chr9	137110542	137118309	0
GRIN1	chr9	137138346	137168756	0
LRRC26	chr9	137168758	137170051	0
ENSG00000261793	chr9	137168854	137171984	0
TMEM210	chr9	137170858	137172056	0
ANAPC2	chr9	137174784	137188560	0
SSNA1	chr9	137188660	137190370	0
TPRN	chr9	137191617	137204193	0
TMEM203	chr9	137204082	137205648	0
NDOR1	chr9	137205685	137219361	0
ENSG00000284976	chr9	137217494	137219361	0
RNF208	chr9	137220247	137222240	0
CYSRT1	chr9	137225174	137226315	0
RNF224	chr9	137227502	137229640	0
SLC34A3	chr9	137230757	137236555	0
TUBB4B	chr9	137241287	137243707	0
FAM166A	chr9	137243584	137247770	0
STPG3	chr9	137251261	137253483	0
NELFB	chr9	137255327	137273542	0
TOR4A	chr9	137277726	137282641	0
NRARP	chr9	137299631	137302271	0
EXD3	chr9	137306896	137423211	2
NOXA1	chr9	137423350	137434406	0
ENTPD8	chr9	137434364	137441816	2
NSMF	chr9	137447570	137459334	2
PNPLA7	chr9	137459952	137550402	0
MRPL41	chr9	137551879	137552555	0
DPH7	chr9	137554444	137578925	2
ZMYND19	chr9	137582081	137590512	0
ARRDC1	chr9	137605685	137615360	0
EHMT1	chr9	137618992	137870016	2
CACNA1B	chr9	137877782	138124624	0
TUBB8	chr10	46888	74163	0
ZMYND11	chr10	130088	254637	0
DIP2C	chr10	274201	689668	0
LARP4B	chr10	806933	931821	0
GTPBP4	chr10	988434	1019932	0
IDI2	chr10	1018910	1025859	0
IDI1	chr10	1039152	1049119	0
WDR37	chr10	1049538	1160991	0
ADARB2	chr10	1177313	1737525	0
PFKP	chr10	3066333	3137718	0
PITRM1	chr10	3137728	3172841	0
KLF6	chr10	3775996	3785281	0
AKR1E2	chr10	4786629	4848062	0
AKR1C1	chr10	4963253	4983283	0
AKR1C2	chr10	4987775	5018031	0
AKR1C3	chr10	5035354	5107686	0
AKR1C8	chr10	5153920	5185187	0
AKR1C4	chr10	5195462	5218949	0
UCN3	chr10	5364966	5374692	0
TUBAL3	chr10	5393101	5404828	0
NET1	chr10	5412557	5459056	0
CALML5	chr10	5498697	5499570	0
CALML3	chr10	5524961	5526771	0
ASB13	chr10	5638867	5666595	0
TASOR2	chr10	5684731	5763779	0
GDI2	chr10	5765223	5842132	0
ANKRD16	chr10	5861616	5889906	0
FBH1	chr10	5890203	5937594	0
IL15RA	chr10	5943639	5978187	0
IL2RA	chr10	6010689	6062370	0
RBM17	chr10	6089034	6117457	0
PFKFB3	chr10	6144934	6254644	0
PRKCQ	chr10	6427143	6580301	1
SFMBT2	chr10	7158624	7411488	1
ITIH5	chr10	7559270	7666998	0
ITIH2	chr10	7703316	7749520	0
KIN	chr10	7750962	7787993	0
ATP5F1C	chr10	7788147	7807815	0
TAF3	chr10	7818497	8016631	2
GATA3	chr10	8045378	8075198	0
CELF2	chr10	10798397	11336675	0
USP6NL	chr10	11460510	11611666	0
ECHDC3	chr10	11742366	11764070	1
PROSER2	chr10	11823339	11872277	0
UPF2	chr10	11920022	12043170	0
DHTKD1	chr10	12068954	12123221	0
SEC61A2	chr10	12129637	12169961	0
NUDT5	chr10	12165330	12195891	0
CDC123	chr10	12195965	12250589	0
CAMK1D	chr10	12349547	12835545	2
CCDC3	chr10	12896625	13099652	0
OPTN	chr10	13099449	13138308	0
MCM10	chr10	13161558	13211110	0
UCMA	chr10	13221766	13234374	0
PHYH	chr10	13277796	13302412	0
SEPHS1	chr10	13317428	13348298	0
BEND7	chr10	13438484	13529014	0
PRPF18	chr10	13586939	13668445	0
FRMD4A	chr10	13643706	14462142	0
FAM107B	chr10	14518557	14774897	0
CDNF	chr10	14819245	14838575	0
MSANTD7	chr10	14838302	14846999	0
HSPA14	chr10	14838306	14871741	0
SUV39H2	chr10	14878820	14904315	0
DCLRE1C	chr10	14897359	14954432	0
MEIG1	chr10	14959388	14988050	0
OLAH	chr10	15032227	15073853	0
ACBD7	chr10	15075475	15088776	0
RPP38	chr10	15097180	15139818	0
NMT2	chr10	15102584	15168693	0
FAM171A1	chr10	15211643	15371289	0
ITGA8	chr10	15513954	15719922	0
MINDY3	chr10	15778170	15860507	0
PTER	chr10	16436943	16513745	0
C1QL3	chr10	16513734	16521879	0
RSU1	chr10	16590611	16817463	0
CUBN	chr10	16823966	17129811	0
TRDMT1	chr10	17137336	17202054	0
VIM	chr10	17228241	17237593	0
ST8SIA6	chr10	17315421	17454595	0
HACD1	chr10	17589032	17617374	0
STAM	chr10	17644151	17716824	0
TMEM236	chr10	17752201	17800868	0
MRC1	chr10	17809348	17911164	0
SLC39A12	chr10	17951839	18043292	0
CACNB2	chr10	18140424	18543557	1
NSUN6	chr10	18545561	18659285	0
ARL5B	chr10	18659431	18681639	0
MALRD1	chr10	19048801	19790401	2
PLXDC2	chr10	19816239	20289856	0
NEBL	chr10	20779973	21293011	0
SKIDA1	chr10	21513475	21526368	0
MLLT10	chr10	21524646	21743630	0
DNAJC1	chr10	21756548	22003769	0
EBLN1	chr10	22208475	22218015	0
COMMD3	chr10	22316386	22320306	0
COMMD3-BMI1	chr10	22316388	22329542	0
BMI1	chr10	22321099	22331484	0
SPAG6	chr10	22345445	22454224	0
PIP4K2A	chr10	22534854	22714578	0
ARMC3	chr10	22928024	23038523	0
MSRB2	chr10	23095579	23122013	0
PTF1A	chr10	23192312	23194245	0
C10orf67	chr10	23202696	23344845	0
OTUD1	chr10	23439075	23442377	0
KIAA1217	chr10	23694746	24547848	0
ARHGAP21	chr10	24583609	24723887	0
PRTFDC1	chr10	24848614	24952606	0
ENKUR	chr10	24981979	25062279	0
THNSL1	chr10	25016612	25026664	0
GPR158	chr10	25174802	25602229	0
MYO3A	chr10	25934229	26212532	0
GAD2	chr10	26216665	26304558	0
APBB1IP	chr10	26438341	26567803	0
PDSS1	chr10	26697701	26746798	2
ABI1	chr10	26746593	26861087	0
ANKRD26	chr10	26973793	27100494	0
YME1L1	chr10	27110111	27155266	0
MASTL	chr10	27154824	27187953	0
ACBD5	chr10	27168135	27243046	0
PTCHD3	chr10	27397121	27414368	0
RAB18	chr10	27504174	27543207	0
MKX	chr10	27672874	27746060	0
ODAD2	chr10	27775186	27999079	0
MPP7	chr10	28050993	28334486	0
WAC	chr10	28532493	28623112	0
BAMBI	chr10	28677510	28682932	0
LYZL1	chr10	29289061	29318328	0
SVIL	chr10	29457338	29736959	0
JCAD	chr10	30012803	30115494	0
MTPAP	chr10	30309801	30374448	0
MAP3K8	chr10	30434021	30461833	0
LYZL2	chr10	30611779	30629762	0
ZNF438	chr10	30820207	31031937	0
ZEB1	chr10	31318495	31529814	0
ARHGAP12	chr10	31805398	31928876	0
KIF5B	chr10	32009015	32056425	0
EPC1	chr10	32267751	32378798	0
CCDC7	chr10	32446140	32882874	0
ITGB1	chr10	32887273	33005792	0
NRP1	chr10	33177492	33336262	0
PARD3	chr10	34109560	34815325	0
CUL2	chr10	35008504	35127006	0
CREM	chr10	35126791	35212958	0
CCNY	chr10	35247025	35572669	0
GJD4	chr10	35605341	35608935	0
FZD8	chr10	35638247	35642296	0
ANKRD30A	chr10	37125598	37232567	0
ZNF248	chr10	37776526	37858106	0
ZNF25	chr10	37949573	37976647	0
ZNF33A	chr10	38010650	38065088	0
ZNF37A	chr10	38094334	38150293	0
PLD5P1	chr10	38094368	38360098	0
ZNF33B	chr10	42574185	42638570	0
BMS1	chr10	42782795	42834937	0
RET	chr10	43077064	43130351	0
CSGALNACT2	chr10	43138445	43185302	0
RASGEF1A	chr10	43194535	43267065	0
FXYD4	chr10	43371636	43376335	0
HNRNPF	chr10	43385617	43409186	0
ZNF487	chr10	43436841	43483181	0
ZNF239	chr10	43556344	43574618	0
ZNF485	chr10	43606419	43617904	0
ZNF32	chr10	43643860	43648881	0
CXCL12	chr10	44370165	44386493	0
TMEM72	chr10	44911316	44937010	0
RASSF4	chr10	44959407	44995891	0
DEPP1	chr10	44970981	44978809	0
ZNF22	chr10	45000923	45005326	0
OR13A1	chr10	45302298	45315608	0
ALOX5	chr10	45374176	45446119	0
MARCHF8	chr10	45454585	45594906	0
ZFAND4	chr10	45615500	45672780	0
WASHC2C	chr10	45727200	45792964	0
AGAP4	chr10	45825594	45853875	0
TIMM23	chr10	45972489	46003742	0
NCOA4	chr10	46005088	46030623	0
MSMB	chr10	46033307	46048180	0
ANTXRL	chr10	46286345	46330207	0
ANXA8L1	chr10	46375627	46391784	1
NPY4R	chr10	46461099	46465958	0
GPRIN2	chr10	46541736	46556658	0
SYT15	chr10	46578217	46594173	0
PTPN20	chr10	46911396	47002488	0
GDF10	chr10	47300197	47313577	0
GDF2	chr10	47322454	47327588	0
RBP3	chr10	47348363	47357881	0
ZNF488	chr10	47365496	47384293	0
ANXA8	chr10	47460162	47484158	0
FAM25G	chr10	47487219	47491700	0
AGAP9	chr10	47501854	47523638	0
SYT15B	chr10	47744717	47763592	0
NPY4R2	chr10	47918662	47923524	0
FAM25C	chr10	47995322	47999791	0
FRMPD2	chr10	48153088	48274696	0
MAPK8	chr10	48306639	48439360	0
ARHGAP22	chr10	48446036	48656265	2
WDFY4	chr10	48684873	48982956	0
LRRC18	chr10	48909480	48939840	0
VSTM4	chr10	49014236	49115522	0
FAM170B	chr10	49131154	49134021	0
TMEM273	chr10	49154725	49188585	1
C10orf71	chr10	49299170	49327492	0
DRGX	chr10	49364066	49396089	0
ERCC6	chr10	49454168	49539538	0
CHAT	chr10	49609095	49667942	0
SLC18A3	chr10	49610310	49612720	0
C10orf53	chr10	49679651	49710261	0
OGDHL	chr10	49734641	49762379	0
PARG	chr10	49818279	49970203	0
TIMM23B	chr10	49942049	49974850	0
TIMM23B-AGAP6	chr10	49942056	50011654	0
AGAP6	chr10	49982190	50011654	0
WASHC2A	chr10	50067888	50133509	0
ASAH2	chr10	50182778	50279720	1
SGMS1	chr10	50305586	50625163	0
ASAH2B	chr10	50739318	50816495	0
A1CF	chr10	50799409	50885675	0
PRKG1	chr10	50990888	52298423	0
CSTF2T	chr10	51695486	51699595	0
DKK1	chr10	52314281	52318042	0
MBL2	chr10	52765380	52772784	0
PCDH15	chr10	53802771	55627942	1
ZWINT	chr10	56357227	56361273	0
IPMK	chr10	58191517	58267894	0
CISD1	chr10	58269162	58289586	0
UBE2D1	chr10	58334979	58370751	0
TFAM	chr10	58385345	58399220	0
BICC1	chr10	58512872	58831435	0
PHYHIPL	chr10	59176643	59247774	0
FAM13C	chr10	59246130	59363181	0
SLC16A9	chr10	59650764	59736002	0
MRLN	chr10	59736692	59756041	0
CCDC6	chr10	59788747	59906556	0
ANK3	chr10	60026298	60733490	0
CDK1	chr10	60778331	60794852	0
RHOBTB1	chr10	60869438	61001440	0
TMEM26	chr10	61406642	61453381	0
CABCOCO1	chr10	61662929	61766766	0
ARID5B	chr10	61901684	62096944	0
RTKN2	chr10	62183035	62268844	0
ZNF365	chr10	62374192	62480288	0
ENSG00000285837	chr10	62374192	62672011	0
ADO	chr10	62804720	62808479	0
EGR2	chr10	62811996	62819167	0
NRBF2	chr10	63133247	63155031	0
JMJD1C	chr10	63167221	63521850	0
REEP3	chr10	63521401	63625128	0
CTNNA3	chr10	65912457	67763637	0
LRRTM3	chr10	66926036	67101551	0
ENSG00000289325	chr10	66926308	66926346	0
DNAJC12	chr10	67796669	67838188	0
SIRT1	chr10	67884656	67918390	0
HERC4	chr10	67921899	68075301	0
MYPN	chr10	68087897	68212017	0
ATOH7	chr10	68230595	68232113	0
PBLD	chr10	68282660	68333049	0
HNRNPH3	chr10	68331174	68343193	0
RUFY2	chr10	68341107	68407294	0
DNA2	chr10	68414064	68472121	0
SLC25A16	chr10	68477998	68527523	0
TET1	chr10	68560337	68694487	0
CCAR1	chr10	68721012	68792377	0
STOX1	chr10	68827531	68895432	0
DDX50	chr10	68901286	68946847	0
DDX21	chr10	68956135	68985068	0
KIFBP	chr10	68988803	69043544	0
SRGN	chr10	69088103	69104805	0
VPS26A	chr10	69123512	69174412	0
SUPV3L1	chr10	69180234	69209099	0
HKDC1	chr10	69220332	69267552	0
HK1	chr10	69269984	69401884	0
TACR2	chr10	69403903	69416918	0
TSPAN15	chr10	69451465	69507666	0
NEUROG3	chr10	69571698	69573422	0
FAM241B	chr10	69630247	69633596	0
COL13A1	chr10	69801880	69964275	0
MACROH2A2	chr10	70052544	70112282	0
AIFM2	chr10	70098223	70132934	0
TYSND1	chr10	70137981	70146700	0
SAR1A	chr10	70147289	70170523	0
PPA1	chr10	70202835	70233911	0
NPFFR1	chr10	70247329	70284004	0
LRRC20	chr10	70298970	70382650	0
EIF4EBP2	chr10	70404145	70428618	0
NODAL	chr10	70431936	70447951	0
PALD1	chr10	70478767	70668754	0
PRF1	chr10	70597348	70602759	0
ADAMTS14	chr10	70672506	70762441	0
TBATA	chr10	70771238	70785401	0
SGPL1	chr10	70815905	70895816	0
PCBD1	chr10	70882280	70888565	0
UNC5B	chr10	71212570	71302864	0
SLC29A3	chr10	71319259	71381423	0
CDH23	chr10	71396920	71815947	0
C10orf105	chr10	71711701	71737824	0
VSIR	chr10	71747556	71773520	0
PSAP	chr10	71816298	71851251	0
CHST3	chr10	71964395	72013558	1
SPOCK2	chr10	72059034	72089032	0
ASCC1	chr10	72096032	72217134	0
ANAPC16	chr10	72216000	72235860	0
DDIT4	chr10	72273919	72276036	0
DNAJB12	chr10	72332830	72355149	0
MICU1	chr10	72367340	72626131	0
MCU	chr10	72692143	72887694	0
OIT3	chr10	72893584	72933036	0
PLA2G12B	chr10	72934762	72954806	0
P4HA1	chr10	73007217	73096974	0
NUDT13	chr10	73110375	73131828	0
ECD	chr10	73130155	73169055	0
FAM149B1	chr10	73168119	73244504	0
DNAJC9	chr10	73183362	73247255	0
MRPS16	chr10	73248843	73252693	0
CFAP70	chr10	73253762	73358864	0
ANXA7	chr10	73375101	73414076	0
MSS51	chr10	73423579	73433561	0
PPP3CB	chr10	73436433	73496024	0
USP54	chr10	73497538	73626117	0
MYOZ1	chr10	73631612	73641474	0
SYNPO2L	chr10	73644881	73663803	0
AGAP5	chr10	73674287	73698109	0
SEC24C	chr10	73744372	73772161	0
FUT11	chr10	73772276	73780251	0
CHCHD1	chr10	73782047	73783652	0
ZSWIM8	chr10	73785606	73801797	0
ENSG00000272916	chr10	73796514	73811651	0
NDST2	chr10	73801911	73811798	0
CAMK2G	chr10	73812501	73874591	0
PLAU	chr10	73909177	73917496	0
